File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,function(),59,41,37,6,16,0,2,8,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,"function(file_path, transfer_mode, options)",49,42,35,3,3,0,4,35,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,"function(file_paths, transfer_mode, options)",5,5,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,"function(transfer_mode, options)",4,4,4,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,"function(search_key, file_path, process, options)",116,77,62,12,22,0,17,98,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_arrow_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_arrow_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\checkin_wdg.py,button.get_button_wdg(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\data_export_wdg.py,"option.')          widget.add(hint)          label = string.capwords(my.mode.replace('_', ' ')",10,9,1,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\data_export_wdg.py,os.path.basename(my.file_path),2,2,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,function(value),11,10,9,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,function(),12,10,8,0,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,function(),1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,function(button),20,14,12,1,4,0,2,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,function(src_el),14,12,10,3,1,0,1,6,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\discussion_wdg.py,"jsondumps(kwargs).replace('""',""'"")",1,1,1,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,"function(path, options)",6,6,6,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(job),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,"function(job, index)",7,6,6,0,1,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(options),44,28,23,4,14,0,2,7,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(total),8,7,6,1,0,0,1,4,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(total),5,5,5,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),7,7,5,3,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(path),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(total),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(complete),7,7,5,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(progress_id),2,2,2,0,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),3,3,3,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),2,2,2,1,0,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(complete),16,13,11,2,3,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),127,84,64,13,26,0,17,56,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(options),29,19,16,3,9,0,1,3,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\progress_wdg.py,function(),103,66,50,9,27,0,10,47,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\smart_select_wdg.py,"function( select_el, element_to_find )",87,73,61,13,10,0,4,19,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\smart_select_wdg.py,function( select_el ),17,15,10,3,2,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\unity_wdg.py,unityLoaded(result),11,9,7,1,1,0,1,12,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\upload_wdg.py,function(drop_area),30,24,23,1,6,0,0,0,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\upload_wdg.py,"function(drop_area, files)",14,12,9,2,0,0,2,2,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic\ui\widget\upload_wdg.py,function(file),43,32,29,1,4,0,7,32,
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\tactic_sites\default\modules\index_wdg.py,%(icon_size-10),4,4,1,0,0,0,0,0,
